Company Name,Designation,Founded Year,Total Employees,Industry,Latest Funding Amount,Annual Revenue,Company Linkedin Url,Growth Alert,Workday Status,No.of People in CX sheet,No.of phone number,Account Status
Lifechart,Co-Founder,2022,13,alternative medicine,200000,1900000.0,https://www.linkedin.com/company/lifechart-talk-to-experts,Not Defined,Not Known,0.0,0.0,Active
QuitSure,Chief Marketing Officer,2020,17,"health, wellness & fitness",Not Known,1900000.0,https://www.linkedin.com/company/quitsure/,Not Defined,Not Known,0.0,0.0,Not Active
mHealth.ai,CTO,2020,15,"health, wellness & fitness",Not Known,1900000.0,https://www.linkedin.com/company/mhealth-ai/,Not Defined,Not Known,0.0,0.0,Active
Dodo Payments,Founder & CEO,2024,13,financial services,Not Known,1900000.0,https://linkedin.com/company/dodopayments,Not Defined,Not Known,0.0,0.0,Active
Pikndel,Co-Founder,2022,12,warehousing,285000,1900000.0,https://www.linkedin.com/company/83519979,Not Defined,Not Known,0.0,0.0,Active
Blend,Co-founder / CTO,2021,16,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/blenditstudios/,Not Defined,Not Known,0.0,0.0,Active
Kadam Haat,Owner,2021,17,apparel & fashion,Not Known,1900000.0,https://www.linkedin.com/company/kadam-haat,Not Defined,Not Known,0.0,0.0,Active
RIU,Chief Business Officer,2022,12,environmental services,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Active
Arc Robotics,Chief Operation Officer,2021,14,machinery,Not Known,1900000.0,https://www.linkedin.com/company/arcrobotics/?originalSubdomain=in,Not Defined,No Match,0.0,0.0,Active
Welly,Chief Communications Officer (CCO),2020,12,"health, wellness & fitness",400000,600000.0,https://www.linkedin.com/company/wellyindia,Not Defined,Not Known,0.0,0.0,Active
11ZA,Founder,2022,20,information services,Not Known,1900000.0,https://www.linkedin.com/company/11zaofficial/,Not Defined,Not Known,0.0,0.0,Not Active
Spk-Mak Technologies,Co-Founder and CEO,2021,18,electrical/electronic manufacturing,Not Known,1900000.0,https://www.linkedin.com/company/spk-mak-technologies/,Not Defined,Not Known,0.0,0.0,Not Active
Shiplog,Co-Founder & COO,2020,16,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/theshiplog/,Not Defined,Not Known,0.0,0.0,Active
Arishti Info Labs,Chief Information Officer,2020,10,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/arishti-info-labs-pvt-ltd/,Not Defined,Not Known,0.0,0.0,Active
Banzan Ventures,Founder & CEO,2020,17,entertainment,Not Known,1900000.0,https://www.linkedin.com/company/banzanstudios/,Not Defined,Not Known,0.0,0.0,Active
LoadExx,Chief Executive Officer,2020,12,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/loadexx/,Not Defined,Not Known,0.0,0.0,Inactive
Unmarshal,CTO at Unmarshal,2020,11,information technology & services,2600000,1600000.0,https://www.linkedin.com/company/unmarshal-io/,Not Defined,Not Known,0.0,0.0,Not Active
Wall,"Co-Founder, CEO",2021,23,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/wall-app/about/,Not Defined,Not Known,0.0,0.0,Active
oorja.energy,Owner,2020,18,information technology & services,1500000,1900000.0,https://www.linkedin.com/company/oorja-energy,Not Defined,Not Known,0.0,0.0,Active
Stemtech Medical Devices,Chief Technology Officer,2020,13,medical devices,Not Known,1900000.0,https://www.linkedin.com/company/stemtech-medical-devices/,Not Defined,Not Known,0.0,0.0,Not Active
Investorey,Chief Technology Officer,2021,14,financial services,1000000,1900000.0,https://www.linkedin.com/company/investorey/about/,Not Defined,Not Known,0.0,0.0,Active
Rippl,Co-Founder and Head of Product,2021,19,internet,Not Known,1900000.0,https://www.linkedin.com/company/rippl-club/,Not Defined,Not Known,0.0,0.0,Not Active
Lemonade Stand Ventures,Owner,2022,16,internet,Not Known,1900000.0,https://www.linkedin.com/company/lemonadestandpartners,Not Defined,Not Known,0.0,0.0,Active
Airbots Aerospace,Chief Technology Officer,2022,15,aviation & aerospace,Not Known,1900000.0,https://www.linkedin.com/company/airbots-aerospace,Not Defined,Not Known,0.0,0.0,Active
HAIL Electric Mobility,Co Founder and Chief Strategy Officer (CSO),2022,19,transportation/trucking/railroad,Not Known,1900000.0,https://www.linkedin.com/company/hailcabs/,Not Defined,Not Known,0.0,0.0,Active
Greenzo Energy,Owner,2020,12,management consulting,Not Known,1900000.0,https://www.linkedin.com/company/greenzo-energy/,Not Defined,Not Known,0.0,0.0,Not Active
Hyperlab,Founder & CEO,2020,20,sporting goods,Not Known,1900000.0,https://www.linkedin.com/company/hyperlabgames,Not Defined,Not Known,0.0,0.0,Not Active
Icanheal,Co-Founder,2020,12,hospital & health care,Not Known,1900000.0,https://www.linkedin.com/company/heal-i-can-healthcare-services/about/,Not Defined,Not Known,0.0,0.0,Active
Zuzu,Co-Founder,2020,14,education management,Not Known,1900000.0,https://www.linkedin.com/company/zuzu-app/?originalSubdomain=in,Not Defined,Not Known,0.0,0.0,Not Active
Sunbots Innovations,COO | Co-Founder,2018,12,civic & social organization,Not Known,1900000.0,https://www.linkedin.com/company/sunbots/,Not Defined,Not Known,0.0,0.0,Not Active
Mad Over Buildings (mob),Co-Founder and Director,2021,7,building materials,Not Known,1900000.0,https://www.linkedin.com/company/mad-over-buildings,Not Defined,Not Known,0.0,0.0,Active
Coulomb AI,Co-Founder & CTO,2021,7,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/coulombai,Not Defined,Not Known,0.0,0.0,Active
Clamp,Founder,2022,9,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/joinclamp/,Not Defined,Not Known,0.0,0.0,Active
Kritrim Entertainment,Co-Founder,2015,5,animation,Not Known,1900000.0,https://www.linkedin.com/company/13241678/,Not Defined,Not Known,0.0,0.0,Inactive
Tilt,Co-Founder,2021,9,apparel & fashion,Not Known,1900000.0,https://www.linkedin.com/company/tiltintimates,Not Defined,Not Known,0.0,0.0,Active
Hashtag Loyalty,Co-Founder,2014,11,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/hashtag-loyalty/,Not Defined,Not Known,0.0,0.0,Not Active
TeslaVolts,Founder,2022,4,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/teslavolts/,Not Defined,Not Known,0.0,0.0,Not Active
Thinkogic,CEO & Founder,2019,6,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/thinkogic/,Not Defined,Not Known,0.0,0.0,Active
TOAE Security,Founder & CEO,2017,5,computer & network security,Not Known,5000000.0,https://www.linkedin.com/company/toaesecuritys,Not Defined,Not Known,0.0,0.0,Active
BoxNsights,Founder,2020,10,information technology & services,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Blobstation,Co-Founder,2017,44,information technology & services,Not Known,1900000.0,http://www.linkedin.com/company/blobstation,NO,No Match,0.0,0.0,Not Active
Zomoz,Co-Founder & Chief Strategy Officer,2015,30,food & beverages,2000000,4500000.0,https://www.linkedin.com/company/zomozhq/,Not Defined,Not Known,0.0,0.0,Inactive
Emphatic Technologies,Entrepreneur - Founder and CEO,2010,31,information technology & services,Not Known,334000.0,http://www.linkedin.com/company/emphatic-technologies,NO,No Match,0.0,0.0,Not Active
Idealoft Studio,Founder,2018,22,design,Not Known,1900000.0,http://www.linkedin.com/company/idealoftstudio,NO,No Match,0.0,0.0,Not Active
LanceTech Solutions,Founder & CEO,2021,29,information technology & services,Not Known,1900000.0,http://www.linkedin.com/company/lancetech-solutions,NO,No Match,0.0,0.0,Active
Repute Network,Co-Founder,2020,30,information technology & services,1738860,1900000.0,https://www.linkedin.com/company/reputenet,Not Defined,Not Known,0.0,0.0,Active
Swish Club,Founder and CEO @ Swish Club | Connecting Employees to a World,2023,36,internet,Not Known,1900000.0,https://www.linkedin.com/company/swishclubhq,Not Defined,Not Known,0.0,0.0,Active
ReShield,Co-Founder & CTO,2023,7,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/get-reshield/,Not Defined,Not Known,0.0,0.0,Active
Q UP,Founder,2016,21,"health, wellness & fitness",Not Known,35000.0,http://www.linkedin.com/company/qupapp,NO,No Match,0.0,0.0,Not Active
Samaaro,Co-Founder & President,2020,25,information technology & services,Not Known,1200000.0,https://www.linkedin.com/company/samaaro/,Not Defined,Not Known,0.0,0.0,Active
Apneehatti,Founder,2021,6,internet,Not Known,1900000.0,https://www.linkedin.com/company/apneehatti/,Not Defined,Not Known,0.0,0.0,Not Active
BharatRohan,"Co-Founder , CTO",2016,45,farming,2300000,1900000.0,https://www.linkedin.com/company/bharatrohan-airborne-innovations-private-limited/,Not Defined,Not Known,0.0,0.0,Not Active
LocationIQ,Founder,2020,5,information technology & services,Not Known,1900000.0,http://www.linkedin.com/company/locationiq,NO,No Match,0.0,0.0,Not Active
CultureX,Chief Executive Officer,2019,39,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/creatorx-ai/mycompany/verification/,Not Defined,Not Known,0.0,0.0,Not Active
innovator,Chief Executive Officer,2010,22,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/innovatorwebsol,Not Defined,Not Known,0.0,0.0,Not Active
CBREX,Co-Founder & CPO,2015,42,internet,3000000,1200000.0,https://www.linkedin.com/company/expat-naukri-pvt-ltd,Not Defined,Not Known,0.0,0.0,Not Active
Credin,Co-Founder,2019,33,financial services,Not Known,1900000.0,http://www.linkedin.com/company/upkram,NO,No Match,0.0,0.0,Not Active
IndiaP2P,Co-Founder & CEO,2021,36,investment management,Not Known,1200000.0,https://www.linkedin.com/company/indiap2p,Not Defined,Not Known,0.0,0.0,Not Active
Tejosma Technologies,CEO & Founder,2020,24,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/tejosma-technologies/,Not Defined,Not Known,0.0,0.0,Not Active
LivFin,Co-founder- Director & Head - Business,2017,41,financial services,2000000,1000000.0,https://www.linkedin.com/company/livfin/,Not Defined,Not Known,0.0,0.0,Inactive
Biz-Tech Analytics,Co-Founder and COO,2020,35,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/biztech-analytics/,Not Defined,Not Known,0.0,0.0,Not Active
BoxPay Technologies,Co-Founder,2022,26,financial services,Not Known,1900000.0,https://www.linkedin.com/company/boxpay-tech,Not Defined,Not Known,0.0,0.0,Not Active
Hyper Cloud Digital Solutions,Co-Founder & CTO,2020,27,information technology & services,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Shram,Co-Founder and Experience Lead,2023,27,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/shram-io/,Not Defined,Not Known,0.0,0.0,Active
Design Directions,Owner and Founder Director,2020,30,marketing & advertising,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Stratzy,Co-Founder & CEO,2021,21,financial services,800000,1900000.0,https://www.linkedin.com/company/stratzyhq/,Not Defined,Not Known,0.0,0.0,Active
Blackopal Group,Founder & CEO,2020,35,financial services,3000000,4500000.0,https://www.linkedin.com/company/blackopal-group,Not Defined,Not Known,0.0,0.0,Active
Pichkaari Design Studio,Co-Founder,2013,36,marketing & advertising,Not Known,419000.0,http://www.linkedin.com/company/pichkaari-design-studio,NO,No Match,0.0,0.0,Not Active
Gullak.Money,Co-Founder,2020,29,financial services,3000000,500000.0,https://www.linkedin.com/company/gullak-money,Not Defined,Not Known,0.0,0.0,Active
AutoNxt Automation,Co-founder & COO,2016,31,automotive,3000000,5000000.0,https://www.linkedin.com/company/autonxt-automation-inc/,Not Defined,Not Known,0.0,0.0,Inactive
Sreepriya Exports,Chief Operating Officer,1983,41,apparel & fashion,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Wonder Blues,Chief Operating Officer,1992,42,apparel & fashion,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Parvati Ethnics Celebrations,Chief Executive Officer,1994,48,apparel & fashion,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
buymyEV,Co-Founder/COO,2019,29,automotive,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Qwerty Brand Solutions,Founder & Director,2020,45,marketing & advertising,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Trigital Solutions,Founder and Director,2020,39,marketing & advertising,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Audentes Labs & Analytics,Co-Founder and CEO,2020,35,research,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
CityVibes,Ceo,2012,38,apparel & fashion,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Global Nettech,CEO,2009,36,computer hardware,Not Known,1900000.0,http://www.linkedin.com/company/global-nettech,NO,No Match,0.0,0.0,Not Active
GIVO,Chief Executive Officer,2007,41,apparel & fashion,Not Known,7428000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Walkfin,Co-Founder,2020,30,financial services,Not Known,1900000.0,https://www.linkedin.com/company/walkfin-financing-services-pvt-ltd/,Not Defined,Not Known,0.0,0.0,Not Active
Sivi AI,CEO & Co-founder,2019,32,information technology & services,Not Known,7000000.0,https://www.linkedin.com/company/sivi-ai,Not Defined,Not Known,0.0,0.0,Not Active
Kalolytic,Co-Founder & Head-Delivery,2020,35,information technology & services,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Steps Sourcing,CEO,2006,35,apparel & fashion,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Jetapult,Chief Operating Officer,2023,35,computer games,Not Known,1900000.0,https://www.linkedin.com/company/jetapult/,Not Defined,Not Known,0.0,0.0,Active
Global Survey Solutions,Co-Founder & Director,2020,47,market research,Not Known,3200000.0,http://www.linkedin.com/company/global-survey-solutions,NO,No Match,0.0,0.0,Not Active
Freshokartz,Co-Founder and COO,2016,33,farming,Not Known,3000000.0,https://www.linkedin.com/company/freshokartz-agri-products-pvt.-ltd./,Not Defined,Not Known,0.0,0.0,Not Active
Happy Adda Studios,Co Founder & COO,2016,24,computer games,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
121 Finance,Founder & CEO,1984,28,financial services,Not Known,1900000.0,http://www.linkedin.com/company/121finance,NO,No Match,0.0,0.0,Not Active
SaveDesk,Co-Founder & MD,2015,27,financial services,Not Known,1900000.0,http://www.linkedin.com/company/whitematter-advisory-india-private-ltd,NO,No Match,0.0,0.0,Not Active
iDesign.Market,CEO | Co-Founder,2020,42,architecture & planning,200000,1000000.0,https://www.linkedin.com/company/idesignmarket/,Not Defined,Not Known,0.0,0.0,Not Active
Cloudcraftz,Founder & Partner - AI and Data Science,2020,30,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/cloudcraftz/,Not Defined,Not Known,0.0,0.0,Not Active
Rent An Attire,Founder & CEO,2015,24,apparel & fashion,Not Known,2000000.0,http://www.linkedin.com/company/rentanattire,NO,No Match,0.0,0.0,Not Active
Cogzidel Consultancy Services,CEO,2008,40,accounting,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Simran International,CEO,1996,41,apparel & fashion,Not Known,11800000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
LeLogix Design Solutions,CEO,2007,23,automotive,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Nisarga Biotech,Founder and CEO,2001,29,biotechnology,Not Known,1900000.0,http://www.linkedin.com/company/nisarga-biotech---india,NO,No Match,0.0,0.0,Not Active
Enord,Co-founder & COO,2021,31,aviation & aerospace,Not Known,1900000.0,https://www.linkedin.com/company/enordco/,Not Defined,Not Known,0.0,0.0,Not Active
iGuru,Chief Executive Officer,2015,24,information technology & services,Not Known,1900000.0,http://www.linkedin.com/company/iguru-software-ltd,NO,No Match,0.0,0.0,Not Active
AlgoBulls,Founder & Chief Strategy Officer,2019,40,financial services,2000000,2000000.0,https://www.linkedin.com/company/algobulls,Not Defined,Not Known,0.0,0.0,Not Active
Wear Your Opinion,Founder & CEO,2013,41,apparel & fashion,Not Known,4500000.0,http://www.linkedin.com/company/wear-your-opinion,NO,No Match,0.0,0.0,Not Active
Yapan Bio,Founder & CEO,2019,40,research,13403700,2000000.0,http://www.linkedin.com/company/yapan-bio,NO,No Match,0.0,0.0,Not Active
Andamen,Founder & CEO,2016,37,apparel & fashion,Not Known,1900000.0,http://www.linkedin.com/company/andamen,NO,No Match,0.0,0.0,Not Active
Atypical Advantage,Founder & CEO,2020,47,civic & social organization,Not Known,1900000.0,http://www.linkedin.com/company/atypical-advantage,NO,No Match,0.0,0.0,Active
plutos ONE,Co-Founder,2022,49,financial services,2000000,1900000.0,https://www.linkedin.com/company/plutos-one/,Not Defined,Not Known,0.0,0.0,Inactive
Edgemap Softwares,Founder,2020,31,information technology & services,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
i2ifunding,Co-founder,2015,24,financial services,251732,1000000.0,http://www.linkedin.com/company/i2i-funding-com,NO,No Match,0.0,0.0,Not Active
insideFPV,Founder / CEO,2020,27,aviation & aerospace,421068,1200000.0,https://www.linkedin.com/company/inside-fpv/,Not Defined,Not Known,0.0,0.0,Not Active
CarLelo,Chief Executive Officer,2020,47,automotive,Not Known,1900000.0,https://www.linkedin.com/company/car-lelo,Not Defined,Not Known,0.0,0.0,Active
Meraj Couture,Chief Executive Officer,1992,42,apparel & fashion,Not Known,250000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Barton Breeze,Founder & CEO,2015,29,farming,800000,1300000.0,https://www.linkedin.com/company/barton-breeze/,Not Defined,Not Known,0.0,0.0,Active
GimBooks,Founder and Ceo,2017,34,accounting,125000,100000.0,http://www.linkedin.com/company/gimbooks,NO,No Match,0.0,0.0,Not Active
Sukham,"Co-Founder, COO",2022,31,alternative medicine,275000,1900000.0,https://www.linkedin.com/company/sukhamlife/,Not Defined,Not Known,0.0,0.0,Active
Onato,Founder,2020,22,information technology & services,2200000,1900000.0,https://www.linkedin.com/company/onato/,Not Defined,Not Known,0.0,0.0,Not Active
BizTranSights Solutions,Founder,2020,44,information technology & services,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
VoidStarIndia Solutions,Co-Founder,2020,28,information technology & services,Not Known,1900000.0,http://www.linkedin.com/company/voidstarindia-solutions-llp,NO,No Match,0.0,0.0,Not Active
Happy,Founder & MD,2016,50,financial services,990343,1200000.0,https://www.linkedin.com/company/happyfinacialservices,Not Defined,Not Known,0.0,0.0,Not Active
LXME,Founder,2021,43,financial services,1200000,1100000.0,https://www.linkedin.com/company/lxme/,Not Defined,Not Known,0.0,0.0,Active
Junio,Co-Founder,2020,23,financial services,6000000,1000000.0,https://www.linkedin.com/company/junio-smart-card/,Not Defined,Not Known,0.0,0.0,Not Active
Agamin,Founder and CEO,2020,30,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/agamin/,Not Defined,Not Known,0.0,0.0,Not Active
Rinira,Founder and Chief Architect,2020,44,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/rinira-technologies-pvt-ltd,Not Defined,Not Known,0.0,0.0,Not Active
Navanc,Co-Founder | CT&DO,2021,21,financial services,300000,1900000.0,https://www.linkedin.com/company/navanc/,Not Defined,Not Known,0.0,0.0,Active
Buffering Agency,Co-Founder,2020,22,marketing & advertising,Not Known,1900000.0,http://www.linkedin.com/company/bufferingagency,NO,No Match,0.0,0.0,Not Active
Beatoven.ai,Co-founder and CTO,2020,25,information technology & services,1300000,1000000.0,http://www.linkedin.com/company/beatovenai,NO,No Match,0.0,0.0,Active
Siply Services,Co-Founder & Chief Executive Officer,2020,40,financial services,19000000,1000000.0,https://www.linkedin.com/company/siply-india/about/,Not Defined,Not Known,0.0,0.0,Active
SB NRI,Founder,2020,49,financial services,Not Known,1900000.0,https://www.linkedin.com/company/sbnri-nribanking/,Not Defined,Not Known,0.0,0.0,Active
Lampros Tech,Co-Founder,2020,33,information technology & services,Not Known,1900000.0,http://www.linkedin.com/company/lampros-tech,NO,No Match,0.0,0.0,Not Active
MAssist,Co-Founder & Chief Strategy Officer,2020,45,information technology & services,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
RuleZero,Founder,2019,41,financial services,2500000,1200000.0,https://www.linkedin.com/company/rulezero/,Not Defined,Not Known,0.0,0.0,Not Active
Bizup,Co-Founder,2020,34,internet,Not Known,1900000.0,https://www.linkedin.com/company/bizup-app/,Not Defined,Not Known,0.0,0.0,Active
Taxo,CEO & Co Founder,2020,25,information services,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Nupay,Co Founder,2018,23,financial services,Not Known,1000000.0,http://www.linkedin.com/company/nupayfintech,NO,No Match,0.0,0.0,Not Active
TensorGo Software Private Limited,Founder and CEO,2020,27,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/tensorgo-software,Not Defined,Not Known,0.0,0.0,Not Active
Appristine Technologies,Founder,2015,50,information technology & services,Not Known,1900000.0,http://www.linkedin.com/company/appristine-technologies,NO,No Match,0.0,0.0,Not Active
Seternity Solutions,Founder,2020,33,outsourcing/offshoring,Not Known,1900000.0,http://www.linkedin.com/company/seternity-solutions,NO,No Match,0.0,0.0,Not Active
Trendlyne Technologies,co-founder,2017,36,financial services,1800000,2200000.0,https://www.linkedin.com/company/trendlyne,Not Defined,Not Known,0.0,0.0,Not Active
Geotrackers Mobile Resource Management,Founder and CTO,2020,39,information technology & services,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
4Fin,Co-Founder and CEO,2021,25,financial services,1000000,1900000.0,https://www.linkedin.com/company/4finindia/,Not Defined,Not Known,0.0,0.0,Active
Ectesso,Founder,2017,27,information technology & services,Not Known,1900000.0,http://www.linkedin.com/company/ectesso,NO,No Match,0.0,0.0,Not Active
Skipper Technologies India,M.D & CEO,2012,37,civil engineering,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Physics Motors Technology,Founder and CEO,2019,28,automotive,Not Known,1900000.0,https://www.linkedin.com/company/physicsmotors,Not Defined,Not Known,0.0,0.0,Not Active
IQnext,Cofounder & CEO,2017,41,information technology & services,Not Known,1900000.0,http://www.linkedin.com/company/iqnext,NO,No Match,0.0,0.0,Not Active
7Array,Founder & CEO,2016,24,information technology & services,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Memorres Digital Private Limited,Founder | CEO,2015,37,information technology & services,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
InstaCash,Founder and CEO,2017,42,consumer services,Not Known,2700000.0,http://www.linkedin.com/company/get-instacash,NO,No Match,0.0,0.0,Not Active
Magnus Cadeaux,CEO,2010,33,consumer services,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
AirLife Gases,CEO & Managing Director,2019,30,chemicals,Not Known,1900000.0,http://www.linkedin.com/company/airlife-gases,NO,No Match,0.0,0.0,Not Active
Nama Games,Founder & CEO,2020,50,computer games,Not Known,1900000.0,https://www.linkedin.com/company/66318997,Not Defined,Not Known,0.0,0.0,Not Active
Wastelink,Founder & CEO,2018,44,mechanical or industrial engineering,1286000,1900000.0,https://www.linkedin.com/company/wastelink,Not Defined,Not Known,0.0,0.0,Not Active
Health Vectors,Founder & CEO,2011,25,information technology & services,Not Known,2000000.0,https://www.linkedin.com/company/360-health-vectors-private-limited,Not Defined,Not Known,0.0,0.0,Not Active
Callify.ai,Chief Operating Officer,2016,32,information services,560000,1900000.0,https://www.linkedin.com/company/callifyai/,Not Defined,Not Known,0.0,0.0,Not Active
Sparta Cloud Solutions,Chief Operating Officer,2013,36,information technology & services,Not Known,1900000.0,http://www.linkedin.com/company/sparta-cloud-solutions,Not Defined,Not Known,0.0,0.0,Not Active
Technisanct,Chief Executive Officer,2018,35,information technology & services,262774,1900000.0,https://www.linkedin.com/company/technisanct/,Not Defined,Not Known,0.0,0.0,Not Active
Doodhvale,Chief Executive Officer,2019,35,dairy,Not Known,1900000.0,https://www.linkedin.com/company/doodhvale/,Not Defined,Not Known,0.0,0.0,Active
Verdant Impact,Chief Executive Officer,2020,11,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/verdantimpact/,Not Defined,Not Known,0.0,0.0,Not Active
Llumo AI,Website Owner,2020,14,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/llumoai,Not Defined,Not Known,0.0,0.0,Active
vHub.ai,Chief Growth Officer,2021,18,marketing & advertising,Not Known,1900000.0,https://www.linkedin.com/company/vhubai,Not Defined,Not Known,0.0,0.0,Inactive
Solnce Energy,Chief Operating Officer,2021,19,environmental services,Not Known,1900000.0,https://www.linkedin.com/company/solnce-energy-pvt-ltd/,Not Defined,Not Known,0.0,0.0,Inactive
NEPRA Resource Management,COO,2006,15,environmental services,Not Known,48000000.0,https://www.linkedin.com/company/nepra-resource-management-pvt-ltd-/,Not Defined,Not Known,0.0,0.0,Active
Autotext.app,Co-founder and COO,2023,12,marketing & advertising,Not Known,1900000.0,https://www.linkedin.com/company/88403598/,Not Defined,Not Known,0.0,0.0,Active
rampp.ai,Co-Founder & CTO,2023,11,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/rampp-ai,Not Defined,Not Known,0.0,0.0,Active
FinStack,Chief Technology Officer,2022,16,financial services,Not Known,1900000.0,https://www.linkedin.com/company/getfinstack,Not Defined,Not Known,0.0,0.0,Active
Upside Down Labs,Co-Founder,2021,11,electrical/electronic manufacturing,Not Known,1900000.0,https://www.linkedin.com/company/upsidedownlabs/,Not Defined,Not Known,0.0,0.0,Not Active
Yotuh Energy,Co-Founder,2022,12,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/yotuh-energy/,Not Defined,Not Known,0.0,0.0,Active
Jaagruk Bharat,Chief Technology Officer,2020,12,consumer services,Not Known,1900000.0,https://www.linkedin.com/company/jaagruk-bharat/,Not Defined,Not Known,0.0,0.0,Active
Urban Matrix,Chief Technology Officer,2019,13,airlines/aviation,721746,4500000.0,http://www.linkedin.com/company/urbanmatrix,Not Defined,Not Known,0.0,0.0,Active
Reslink,Chief Operating Officer,2023,13,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/reslink2023/?originalSubdomain=in,Not Defined,Not Known,0.0,0.0,Active
Mynzo Carbon,Founder,2022,14,information technology & services,950115,1900000.0,https://www.linkedin.com/company/mynzocarbon/,Not Defined,Not Known,0.0,0.0,Active
MetroRide,CTO and Founder,2020,16,transportation/trucking/railroad,18000000,1900000.0,https://www.linkedin.com/company/metrorideind,Not Defined,Not Known,0.0,0.0,Active
Giga Fun Studios,Co-Founder,2022,16,computer games,2400000,23000.0,https://www.linkedin.com/company/giga-fun-studios,Not Defined,Not Known,0.0,0.0,Not Active
Seminarroom,Founder and CEO,2021,11,e-learning,Not Known,1900000.0,https://www.linkedin.com/company/seminar-room/,Not Defined,Not Known,0.0,0.0,Not Active
NagaEd,Co-Founder,2020,19,e-learning,Not Known,1900000.0,https://www.linkedin.com/company/naga-education/,Not Defined,Not Known,0.0,0.0,Not Active
Fundflo,Co-Founder,2021,16,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/fundflo-technologies,Not Defined,Not Known,0.0,0.0,Not Active
Homi Lab,Chief Marketing Officer,2021,18,e-learning,644000,1000000.0,https://www.linkedin.com/company/homilab/,Not Defined,Not Known,0.0,0.0,Not Active
The Fuel Delivery,Chief Operating Officer,2020,21,oil & energy,2000000,1900000.0,https://www.linkedin.com/company/thefueldelivery,Not Defined,Not Known,0.0,0.0,Inactive
Neuranics Lab,Co-Founder,2021,19,medical devices,Not Known,1900000.0,https://www.linkedin.com/company/neuranics-lab/,Not Defined,Not Known,0.0,0.0,Active
